month,neighborhood,value
2014-02-28,Burbank,574248.1103372409
2014-02-28,Glendale,558269.7246407737
2014-02-28,Pasadena,622888.82096822
2014-02-28,Santa Monica,849464.43909431808
2014-03-31,Burbank,573670.3042017391
2014-03-31,Glendale,556768.6096351175
2014-03-31,Pasadena,622220.5923442411
2014-03-31,Santa Monica,848299.25381607318
2014-04-30,Burbank,575390.877797172
2014-04-30,Glendale,557177.5974167866
2014-04-30,Pasadena,623756.4588244696
2014-04-30,Santa Monica,847851.8354757434
2014-05-31,Burbank,578092.8727671778
2014-05-31,Glendale,558971.9517992547
2014-05-31,Pasadena,626844.7975693339
2014-05-31,Santa Monica,849450.69714039622
2014-06-30,Burbank,580347.6120960326
2014-06-30,Glendale,561323.7772950873
2014-06-30,Pasadena,630913.2395827413
2014-06-30,Santa Monica,852893.65182583791
2014-07-31,Burbank,582482.2142726104
2014-07-31,Glendale,563791.6210463402
2014-07-31,Pasadena,634175.7229094718
2014-07-31,Santa Monica,855636.811447599
2014-08-31,Burbank,587151.734276059
2014-08-31,Glendale,568431.5560904411
2014-08-31,Pasadena,638317.4785935547
2014-08-31,Santa Monica,856591.44235434511
2014-09-30,Burbank,595174.2903882196
2014-09-30,Glendale,576133.267963306
2014-09-30,Pasadena,644873.2326913468
2014-09-30,Santa Monica,862257.91837162187
2014-10-31,Burbank,604886.8961887439
2014-10-31,Glendale,585410.1160039253
2014-10-31,Pasadena,653895.2039771486
2014-10-31,Santa Monica,874171.30227718316
2014-11-30,Burbank,613719.3960415052
2014-11-30,Glendale,594646.1210722179
2014-11-30,Pasadena,664090.4151319725
2014-11-30,Santa Monica,892935.84662393155
2014-12-31,Burbank,620815.8950113097
2014-12-31,Glendale,602524.0676869035
2014-12-31,Pasadena,673265.7078778081
2014-12-31,Santa Monica,910791.57257450279
2015-01-31,Burbank,624808.4926337538
2015-01-31,Glendale,607059.2907245717
2015-01-31,Pasadena,678550.6209540736
2015-01-31,Santa Monica,921092.1119231215
2015-02-28,Burbank,626671.7895313799
2015-02-28,Glendale,608379.8692486538
2015-02-28,Pasadena,680384.046007058
2015-02-28,Santa Monica,923811.90517268481
2015-03-31,Burbank,627005.41181925
2015-03-31,Glendale,607482.9341619465
2015-03-31,Pasadena,678710.6459396526
2015-03-31,Santa Monica,921464.98199370038
2015-04-30,Burbank,627211.85426227
2015-04-30,Glendale,607041.0411605978
2015-04-30,Pasadena,677413.2219636667
2015-04-30,Santa Monica,920088.072320492
2015-05-31,Burbank,628553.3992157392
2015-05-31,Glendale,607897.34181262
2015-05-31,Pasadena,677035.2464174303
2015-05-31,Santa Monica,922222.70328138443
2015-06-30,Burbank,630451.91726683
2015-06-30,Glendale,609284.9322336548
2015-06-30,Pasadena,678151.2057266146
2015-06-30,Santa Monica,925534.87790966721
2015-07-31,Burbank,630238.993494033
2015-07-31,Glendale,608648.6572449302
2015-07-31,Pasadena,675576.8164011898
2015-07-31,Santa Monica,920489.71859495889
2015-08-31,Burbank,626678.4624887276
2015-08-31,Glendale,604716.0616182334
2015-08-31,Pasadena,669530.9152335124
2015-08-31,Santa Monica,909696.14227295073
2015-09-30,Burbank,620291.5385299531
2015-09-30,Glendale,598138.6497402039
2015-09-30,Pasadena,660239.7342533773
2015-09-30,Santa Monica,896416.32436032186
2015-10-31,Burbank,614946.796582532
2015-10-31,Glendale,592111.5160801042
2015-10-31,Pasadena,653149.7343936352
2015-10-31,Santa Monica,890570.59783273924
2015-11-30,Burbank,609478.7676091003
2015-11-30,Glendale,586207.6851529321
2015-11-30,Pasadena,646793.5015252536
2015-11-30,Santa Monica,886908.59424156847
2015-12-31,Burbank,604034.9315931839
2015-12-31,Glendale,581355.8131504519
2015-12-31,Pasadena,642243.340560467
2015-12-31,Santa Monica,883544.80986815982
2016-01-31,Burbank,606894.3673889214
2016-01-31,Glendale,584826.6734122654
2016-01-31,Pasadena,646048.4266516903
2016-01-31,Santa Monica,886402.912667842
2016-02-29,Burbank,619540.71792169
2016-02-29,Glendale,597734.0798827695
2016-02-29,Pasadena,659383.9938316438
2016-02-29,Santa Monica,902365.69184810948
2016-03-31,Burbank,638039.0509051764
2016-03-31,Glendale,615957.3128588238
2016-03-31,Pasadena,677256.2036843667
2016-03-31,Santa Monica,926074.21592950041
2016-04-30,Burbank,651864.3729247063
2016-04-30,Glendale,630897.1578458529
2016-04-30,Pasadena,690737.5689726401
2016-04-30,Santa Monica,947381.88379068079
2016-05-31,Burbank,659462.6272350455
2016-05-31,Glendale,640594.798110197
2016-05-31,Pasadena,697889.5330840591
2016-05-31,Santa Monica,964231.78923249536
2016-06-30,Burbank,664848.4991016699
2016-06-30,Glendale,648177.320261252
2016-06-30,Pasadena,702238.5545191522
2016-06-30,Santa Monica,980266.74266272131
2016-07-31,Burbank,662398.6671670106
2016-07-31,Glendale,646461.2994575045
2016-07-31,Pasadena,697558.7946404661
2016-07-31,Santa Monica,977290.21444893768
2016-08-31,Burbank,655264.1618404663
2016-08-31,Glendale,639050.1196846651
2016-08-31,Pasadena,688287.7990180549
2016-08-31,Santa Monica,962838.4912413737
2016-09-30,Burbank,645579.2518609185
2016-09-30,Glendale,628438.8404442838
2016-09-30,Pasadena,677133.9306871436
2016-09-30,Santa Monica,940955.69272344967
2016-10-31,Burbank,642211.4227769111
2016-10-31,Glendale,623591.0346129439
2016-10-31,Pasadena,673296.9159950999
2016-10-31,Santa Monica,931241.47943893715
2016-11-30,Burbank,643781.8771800678
2016-11-30,Glendale,623574.0375864649
2016-11-30,Pasadena,674199.3307496478
2016-11-30,Santa Monica,931609.2857740008
2016-12-31,Burbank,649004.1593979303
2016-12-31,Glendale,626913.9074605369
2016-12-31,Pasadena,677942.8578327553
2016-12-31,Santa Monica,936044.66992545745
2017-01-31,Burbank,660872.3445054743
2017-01-31,Glendale,638367.607635592
2017-01-31,Pasadena,689707.5287901042
2017-01-31,Santa Monica,952303.61625349708
2017-02-28,Burbank,677139.6793269062
2017-02-28,Glendale,655489.0329305426
2017-02-28,Pasadena,707833.8712686338
2017-02-28,Santa Monica,976328.44145775435
2017-03-31,Burbank,694423.946696133
2017-03-31,Glendale,674283.0278764162
2017-03-31,Pasadena,727689.7074066874
2017-03-31,Santa Monica,1005883.581268354
2017-04-30,Burbank,707009.0013053836
2017-04-30,Glendale,688161.3115085979
2017-04-30,Pasadena,742159.1547017045
2017-04-30,Santa Monica,1030174.4505659384
2017-05-31,Burbank,716118.5321283893
2017-05-31,Glendale,697956.4458276295
2017-05-31,Pasadena,750353.0473690229
2017-05-31,Santa Monica,1046909.0336003118
2017-06-30,Burbank,724418.9252254395
2017-06-30,Glendale,707165.7574221672
2017-06-30,Pasadena,757053.8359107152
2017-06-30,Santa Monica,1061006.5475407124
2017-07-31,Burbank,724853.2438786783
2017-07-31,Glendale,707772.1061417442
2017-07-31,Pasadena,755799.5009566005
2017-07-31,Santa Monica,1055202.9696936707
2017-08-31,Burbank,721120.3567753704
2017-08-31,Glendale,703686.9225546258
2017-08-31,Pasadena,752536.8865833427
2017-08-31,Santa Monica,1044185.6438565482
2017-09-30,Burbank,714539.5402013063
2017-09-30,Glendale,696766.2879978592
2017-09-30,Pasadena,748086.7406228404
2017-09-30,Santa Monica,1029236.8248452932
2017-10-31,Burbank,714973.7017844388
2017-10-31,Glendale,696839.5003216873
2017-10-31,Pasadena,750348.8235513092
2017-10-31,Santa Monica,1030281.4160435084
2017-11-30,Burbank,717854.557514641
2017-11-30,Glendale,698999.8511936589
2017-11-30,Pasadena,753567.0517553319
2017-11-30,Santa Monica,1031101.9078398017
2017-12-31,Burbank,722791.6896324238
2017-12-31,Glendale,701910.4443043013
2017-12-31,Pasadena,757199.7511825195
2017-12-31,Santa Monica,1037945.2996571673
2018-01-31,Burbank,733076.5421728363
2018-01-31,Glendale,709681.9271563772
2018-01-31,Pasadena,765705.2941643667
2018-01-31,Santa Monica,1062644.0579275787
2018-02-28,Burbank,748886.9156063205
2018-02-28,Glendale,724196.6820115739
2018-02-28,Pasadena,779530.7636422644
2018-02-28,Santa Monica,1101911.0451721426
2018-03-31,Burbank,767961.1492451845
2018-03-31,Glendale,742374.2911472479
2018-03-31,Pasadena,796658.1483297581
2018-03-31,Santa Monica,1144438.881969013
2018-04-30,Burbank,785232.4013450379
2018-04-30,Glendale,759014.5545219005
2018-04-30,Pasadena,810947.5155491208
2018-04-30,Santa Monica,1174675.2815326077
2018-05-31,Burbank,798945.2793830434
2018-05-31,Glendale,771454.5505146686
2018-05-31,Pasadena,822842.6427895556
2018-05-31,Santa Monica,1195843.704853236
2018-06-30,Burbank,808504.1102988032
2018-06-30,Glendale,779882.6423524023
2018-06-30,Pasadena,830488.0453394125
2018-06-30,Santa Monica,1207782.6735603726
2018-07-31,Burbank,816338.7782746247
2018-07-31,Glendale,787577.1483546891
2018-07-31,Pasadena,836471.4299186104
2018-07-31,Santa Monica,1217133.2322674661
2018-08-31,Burbank,826960.2071379852
2018-08-31,Glendale,799180.053180124
2018-08-31,Pasadena,844333.3929262217
2018-08-31,Santa Monica,1232777.0276791537
2018-09-30,Burbank,840152.1865112245
2018-09-30,Glendale,814269.4832285155
2018-09-30,Pasadena,856055.4103395315
2018-09-30,Santa Monica,1256574.509168718
2018-10-31,Burbank,852888.4252871614
2018-10-31,Glendale,829141.9765667022
2018-10-31,Pasadena,868366.2073124517
2018-10-31,Santa Monica,1285478.5053329724
2018-11-30,Burbank,860814.6644713893
2018-11-30,Glendale,839055.5488246648
2018-11-30,Pasadena,877324.6917055951
2018-11-30,Santa Monica,1307506.3156619559
2018-12-31,Burbank,865100.7058844767
2018-12-31,Glendale,844653.1140132997
2018-12-31,Pasadena,881299.9675235557
2018-12-31,Santa Monica,1318608.6056321452
2019-01-31,Burbank,861871.4089819464
2019-01-31,Glendale,841420.6565279868
2019-01-31,Pasadena,876761.7231980488
2019-01-31,Santa Monica,1310937.1359817991
2019-02-28,Burbank,852450.3959372524
2019-02-28,Glendale,831208.0361746495
2019-02-28,Pasadena,864519.7002638429
2019-02-28,Santa Monica,1287457.9197299511
2019-03-31,Burbank,838355.9725282268
2019-03-31,Glendale,817284.099200293
2019-03-31,Pasadena,849211.9389586108
2019-03-31,Santa Monica,1254682.6556808206
2019-04-30,Burbank,827644.416576656
2019-04-30,Glendale,806930.8235883806
2019-04-30,Pasadena,838106.8498908827
2019-04-30,Santa Monica,1228670.5833624089
2019-05-31,Burbank,821195.4760847582
2019-05-31,Glendale,800727.3572529405
2019-05-31,Pasadena,832054.5507424291
2019-05-31,Santa Monica,1209129.0461372184
2019-06-30,Burbank,818670.2945442209
2019-06-30,Glendale,797641.5852791849
2019-06-30,Pasadena,829406.5172864391
2019-06-30,Santa Monica,1197119.1220151363
2019-07-31,Burbank,820854.1579428939
2019-07-31,Glendale,799091.008388117
2019-07-31,Pasadena,831207.8302594792
2019-07-31,Santa Monica,1194341.9894782195
2019-08-31,Burbank,828696.9173553418
2019-08-31,Glendale,805765.4954706234
2019-08-31,Pasadena,838437.9148133412
2019-08-31,Santa Monica,1205117.6538215408
2019-09-30,Burbank,840015.0295745749
2019-09-30,Glendale,816261.2496042341
2019-09-30,Pasadena,848830.2505913567
2019-09-30,Santa Monica,1222044.4505856263
2019-10-31,Burbank,851070.9117043815
2019-10-31,Glendale,826934.5959896125
2019-10-31,Pasadena,859005.6074726256
2019-10-31,Santa Monica,1237795.536865212
2019-11-30,Burbank,859579.6993009252
2019-11-30,Glendale,835682.4553603497
2019-11-30,Pasadena,865896.8409576657
2019-11-30,Santa Monica,1246644.5803678923
2019-12-31,Burbank,867993.3388376305
2019-12-31,Glendale,843853.7802123033
2019-12-31,Pasadena,871405.1172512318
2019-12-31,Santa Monica,1254446.0285517296
2020-01-31,Burbank,872795.6401331533
2020-01-31,Glendale,848589.2976693697
2020-01-31,Pasadena,873654.6466165545
2020-01-31,Santa Monica,1251917.4307739551
2020-02-29,Burbank,875336.9868345568
2020-02-29,Glendale,851068.7978219084
2020-02-29,Pasadena,874019.2547143731
2020-02-29,Santa Monica,1245327.5197443943
2020-03-31,Burbank,876839.6785684923
2020-03-31,Glendale,851610.2310549425
2020-03-31,Pasadena,873558.8065195769
2020-03-31,Santa Monica,1230326.8687172213
2020-04-30,Burbank,878327.5124701326
2020-04-30,Glendale,851067.4235934732
2020-04-30,Pasadena,872673.6977349301
2020-04-30,Santa Monica,1218287.6816854405
2020-05-31,Burbank,875972.6803047914
2020-05-31,Glendale,847140.5751166688
2020-05-31,Pasadena,868985.5015924163
2020-05-31,Santa Monica,1203532.35034242
2020-06-30,Burbank,869518.5360791014
2020-06-30,Glendale,840679.0615871428
2020-06-30,Pasadena,862608.035883732
2020-06-30,Santa Monica,1190955.7105448423
2020-07-31,Burbank,868880.2800489819
2020-07-31,Glendale,840376.6871719742
2020-07-31,Pasadena,861960.8710160144
2020-07-31,Santa Monica,1187521.4594467664
2020-08-31,Burbank,878549.6285883725
2020-08-31,Glendale,849569.907179355
2020-08-31,Pasadena,871127.7650809352
2020-08-31,Santa Monica,1198222.1327715109
2020-09-30,Burbank,898217.5950163273
2020-09-30,Glendale,867728.3686201711
2020-09-30,Pasadena,888421.8660602247
2020-09-30,Santa Monica,1221160.8530210236
2020-10-31,Burbank,919607.7256179695
2020-10-31,Glendale,887487.756050604
2020-10-31,Pasadena,906892.6740883918
2020-10-31,Santa Monica,1247190.7175565348
2020-11-30,Burbank,942780.4091357609
2020-11-30,Glendale,908824.3315072235
2020-11-30,Pasadena,925664.2887218838
2020-11-30,Santa Monica,1273088.5286088791
2020-12-31,Burbank,963879.5377494859
2020-12-31,Glendale,927318.8135439096
2020-12-31,Pasadena,941912.568411674
2020-12-31,Santa Monica,1294479.879564221
2021-01-31,Burbank,976544.6497699657
2021-01-31,Glendale,938281.8839975622
2021-01-31,Pasadena,950158.892201942
2021-01-31,Santa Monica,1303519.7846133073
2021-02-28,Burbank,982861.2491683842
2021-02-28,Glendale,943084.4858908417
2021-02-28,Pasadena,951968.2154381237
2021-02-28,Santa Monica,1303608.5327072402
2021-03-31,Burbank,985281.4682014715
2021-03-31,Glendale,944680.7278159916
2021-03-31,Pasadena,951001.700571773
2021-03-31,Santa Monica,1292416.7508403861
2021-04-30,Burbank,995240.5138762313
2021-04-30,Glendale,952835.4971923359
2021-04-30,Pasadena,956160.5645955568
2021-04-30,Santa Monica,1287700.2146555688
2021-05-31,Burbank,1010905.678384216
2021-05-31,Glendale,965643.5114602527
2021-05-31,Pasadena,967372.4927699071
2021-05-31,Santa Monica,1288773.4229286234
2021-06-30,Burbank,1029839.0840985337
2021-06-30,Glendale,980902.7083075582
2021-06-30,Pasadena,982853.0226148833
2021-06-30,Santa Monica,1297104.1893972056
2021-07-31,Burbank,1048444.1817370333
2021-07-31,Glendale,996999.7114920864
2021-07-31,Pasadena,1001070.8658311903
2021-07-31,Santa Monica,1312372.0674230542
2021-08-31,Burbank,1060822.8965467392
2021-08-31,Glendale,1009398.7919713113
2021-08-31,Pasadena,1016061.6563165471
2021-08-31,Santa Monica,1330849.8278513092
2021-09-30,Burbank,1069735.4190043812
2021-09-30,Glendale,1020465.5288492297
2021-09-30,Pasadena,1028067.3505081829
2021-09-30,Santa Monica,1348134.5416446868
2021-10-31,Burbank,1076633.267736253
2021-10-31,Glendale,1029843.75916939
2021-10-31,Pasadena,1037889.1306469223
2021-10-31,Santa Monica,1361434.1914109553
2021-11-30,Burbank,1085407.2312274205
2021-11-30,Glendale,1041077.089531315
2021-11-30,Pasadena,1048542.8682856909
2021-11-30,Santa Monica,1374944.5882484622
2021-12-31,Burbank,1096525.0770183473
2021-12-31,Glendale,1054094.757979282
2021-12-31,Pasadena,1060453.2954446776
2021-12-31,Santa Monica,1391208.2259169926
2022-01-31,Burbank,1112789.429078292
2022-01-31,Glendale,1070566.4269463958
2022-01-31,Pasadena,1071405.478219919
2022-01-31,Santa Monica,1403418.3427005915
2022-02-28,Burbank,1134088.5016716837
2022-02-28,Glendale,1090294.966101415
2022-02-28,Pasadena,1083598.9934889588
2022-02-28,Santa Monica,1412837.3195644785
2022-03-31,Burbank,1158380.0323786484
2022-03-31,Glendale,1112950.7615057074
2022-03-31,Pasadena,1098688.3123398777
2022-03-31,Santa Monica,1418903.5638274665
2022-04-30,Burbank,1178544.6411830988
2022-04-30,Glendale,1132980.431369675
2022-04-30,Pasadena,1114568.594132177
2022-04-30,Santa Monica,1425080.0684276354
2022-05-31,Burbank,1194278.543000176
2022-05-31,Glendale,1149618.7854821067
2022-05-31,Pasadena,1129984.7415676322
2022-05-31,Santa Monica,1426221.0733901747
2022-06-30,Burbank,1201972.0569613595
2022-06-30,Glendale,1158203.9844107528
2022-06-30,Pasadena,1140290.2692763747
2022-06-30,Santa Monica,1426643.1321933663
2022-07-31,Burbank,1204997.6052669652
2022-07-31,Glendale,1161281.2711326205
2022-07-31,Pasadena,1147764.6434286057
2022-07-31,Santa Monica,1425434.2637299888
2022-08-31,Burbank,1200008.5427324965
2022-08-31,Glendale,1155761.6362132486
2022-08-31,Pasadena,1146495.6840022488
2022-08-31,Santa Monica,1417092.0031256962
2022-09-30,Burbank,1189785.2655829173
2022-09-30,Glendale,1146687.362176786
2022-09-30,Pasadena,1140022.519179433
2022-09-30,Santa Monica,1410110.9650017156
2022-10-31,Burbank,1178020.7827663107
2022-10-31,Glendale,1137191.753627477
2022-10-31,Pasadena,1131907.1140698483
2022-10-31,Santa Monica,1404260.6656548185
2022-11-30,Burbank,1169822.5238563025
2022-11-30,Glendale,1131996.9671868214
2022-11-30,Pasadena,1128144.7230005998
2022-11-30,Santa Monica,1402422.8828241539
2022-12-31,Burbank,1166024.664193454
2022-12-31,Glendale,1130873.0881042022
2022-12-31,Pasadena,1127762.4806821148
2022-12-31,Santa Monica,1400684.8829132468
2023-01-31,Burbank,1153268.636841895
2023-01-31,Glendale,1122234.904530193
2023-01-31,Pasadena,1119592.499798735
2023-01-31,Santa Monica,1387440.8632972378
2023-02-28,Burbank,1133925.8764583443
2023-02-28,Glendale,1107572.3031331368
2023-02-28,Pasadena,1105811.9912104437
2023-02-28,Santa Monica,1362697.2291508932
2023-03-31,Burbank,1112913.0228625145
2023-03-31,Glendale,1090419.6354957067
2023-03-31,Pasadena,1090049.199458495
2023-03-31,Santa Monica,1330949.0244346091
2023-04-30,Burbank,1103410.4834531746
2023-04-30,Glendale,1082684.4846056974
2023-04-30,Pasadena,1083020.7849968164
2023-04-30,Santa Monica,1311859.0739358512
2023-05-31,Burbank,1104196.510728311
2023-05-31,Glendale,1084243.5264582082
2023-05-31,Pasadena,1083190.3442935245
2023-05-31,Santa Monica,1305072.9645895481
2023-06-30,Burbank,1113835.3695112427
2023-06-30,Glendale,1095362.962462085
2023-06-30,Pasadena,1092210.109942806
2023-06-30,Santa Monica,1309543.4887239716
2023-07-31,Burbank,1130082.5758417775
2023-07-31,Glendale,1113722.7631653335
2023-07-31,Pasadena,1107909.713057915
2023-07-31,Santa Monica,1323007.6602793771
2023-08-31,Burbank,1151927.992423362
2023-08-31,Glendale,1136496.4282193773
2023-08-31,Pasadena,1128433.21018756
2023-08-31,Santa Monica,1342013.5535403716
2023-09-30,Burbank,1174529.7733245497
2023-09-30,Glendale,1156474.6538690757
2023-09-30,Pasadena,1147537.3669175005
2023-09-30,Santa Monica,1366536.1341346039
2023-10-31,Burbank,1194323.6964974804
2023-10-31,Glendale,1173470.7890580678
2023-10-31,Pasadena,1163458.1392749592
2023-10-31,Santa Monica,1385814.7092513687
2023-11-30,Burbank,1207991.7163779929
2023-11-30,Glendale,1185966.6340276308
2023-11-30,Pasadena,1176101.2595394931
2023-11-30,Santa Monica,1397227.7463044669
2023-12-31,Burbank,1214487.910748474
2023-12-31,Glendale,1194533.518368628
2023-12-31,Pasadena,1183041.33375536
2023-12-31,Santa Monica,1396016.2233639755
2024-01-31,Burbank,1210781.0875863591
2024-01-31,Glendale,1191826.2915402672
2024-01-31,Pasadena,1180676.7550302127
2024-01-31,Santa Monica,1382200.51726402
2024-02-29,Burbank,1201410.2032056444
2024-02-29,Glendale,1182754.2065999934
2024-02-29,Pasadena,1172793.5193851662
2024-02-29,Santa Monica,1361093.5135972921
2024-03-31,Burbank,1194075.2167082278
2024-03-31,Glendale,1175884.590235854
2024-03-31,Pasadena,1169113.050724741
2024-03-31,Santa Monica,1347884.4848316119
2024-04-30,Burbank,1193157.0925074879
2024-04-30,Glendale,1176448.4158486936
2024-04-30,Pasadena,1173261.074095306
2024-04-30,Santa Monica,1346499.9960959598
2024-05-31,Burbank,1196649.4610752019
2024-05-31,Glendale,1182011.6966305247
2024-05-31,Pasadena,1181404.491050673
2024-05-31,Santa Monica,1348684.454495528
2024-06-30,Burbank,1198997.2299845174
2024-06-30,Glendale,1184816.320825129
2024-06-30,Pasadena,1186916.7507447943
2024-06-30,Santa Monica,1344922.5860588702
2024-07-31,Burbank,1205750.0925553157
2024-07-31,Glendale,1189935.8094198045
2024-07-31,Pasadena,1194108.142454838
2024-07-31,Santa Monica,1348973.842859488
2024-08-31,Burbank,1215483.5458750266
2024-08-31,Glendale,1196999.8415835188
2024-08-31,Pasadena,1203014.57702017
2024-08-31,Santa Monica,1356244.2003035087
2024-09-30,Burbank,1227040.1919716878
2024-09-30,Glendale,1206159.2583055256
2024-09-30,Pasadena,1213961.1370413832
2024-09-30,Santa Monica,1370440.0884387095
2024-10-31,Burbank,1235782.9260680147
2024-10-31,Glendale,1213903.5067095526
2024-10-31,Pasadena,1221850.4481403793
2024-10-31,Santa Monica,1378352.3043864605
2024-11-30,Burbank,1242483.0120485437
2024-11-30,Glendale,1220227.7239194037
2024-11-30,Pasadena,1227094.061506156
2024-11-30,Santa Monica,1383825.2879053112
2024-12-31,Burbank,1248524.114630181
2024-12-31,Glendale,1226097.5088521023
2024-12-31,Pasadena,1231100.3596436984
2024-12-31,Santa Monica,1383309.6591463618
2025-01-31,Burbank,1246923.3806553443
2025-01-31,Glendale,1225243.2213511975
2025-01-31,Pasadena,1230472.540851729
2025-01-31,Santa Monica,1378339.1148658025
2025-02-28,Burbank,1240429.3865385586
2025-02-28,Glendale,1218999.7921156636
2025-02-28,Pasadena,1227600.1635584056
2025-02-28,Santa Monica,1370935.2771522144
2025-03-31,Burbank,1230014.9300972868
2025-03-31,Glendale,1208905.0266895795
2025-03-31,Pasadena,1221030.7332842369
2025-03-31,Santa Monica,1362027.4936640095
2025-04-30,Burbank,1221736.594653779
2025-04-30,Glendale,1201401.692918808
2025-04-30,Pasadena,1217376.1163765576
2025-04-30,Santa Monica,1353052.138466998
2025-05-31,Burbank,1213506.0575572448
2025-05-31,Glendale,1195200.3245594567
2025-05-31,Pasadena,1213196.2997405713
2025-05-31,Santa Monica,1341627.1804169354
2025-06-30,Burbank,1204094.2715157976
2025-06-30,Glendale,1189018.9932209437
2025-06-30,Pasadena,1208379.6483508898
2025-06-30,Santa Monica,1327458.2405027307
2025-07-31,Burbank,1197838.2113768603
2025-07-31,Glendale,1185736.776471507
2025-07-31,Pasadena,1204314.071536505
2025-07-31,Santa Monica,1316044.348499893
2025-08-31,Burbank,1194260.1618172356
2025-08-31,Glendale,1184568.3871309876
2025-08-31,Pasadena,1201624.9630303436
2025-08-31,Santa Monica,1305708.025448397
2025-09-30,Burbank,1196416.7456233485
2025-09-30,Glendale,1187759.3290212306
2025-09-30,Pasadena,1202903.2411076475
2025-09-30,Santa Monica,1302515.0611271537
2025-10-31,Burbank,1200135.7378588372
2025-10-31,Glendale,1192279.5640627502
2025-10-31,Pasadena,1205451.5948973678
2025-10-31,Santa Monica,1306248.2840228251
2025-11-30,Burbank,1205772.6780226661
2025-11-30,Glendale,1198735.737928058
2025-11-30,Pasadena,1208605.5420017552
2025-11-30,Santa Monica,1314272.3865361514
2025-12-31,Burbank,1210932.7249694893
2025-12-31,Glendale,1205006.6253893888
2025-12-31,Pasadena,1212135.5089071477
2025-12-31,Santa Monica,1321998.6051270117
2026-01-31,Burbank,1211068.33665038
2026-01-31,Glendale,1207177.5914788689
2026-01-31,Pasadena,1213445.7551067015
2026-01-31,Santa Monica,1324858.6789718987
2026-02-28,Burbank,1207124.3152298208
2026-02-28,Glendale,1205316.347406645
2026-02-28,Pasadena,1212771.703473322
2026-02-28,Santa Monica,1324532.8564546879
2026-03-31,Burbank,1200884.6549550758
2026-03-31,Glendale,1201879.70283276
2026-03-31,Pasadena,1209228.3837349415
2026-03-31,Santa Monica,1321062.1776879439
